rule_id,containment_threshold,iou_threshold,area_ratio_threshold,same_label_required,matches,false_negatives,false_positives,combined_errors,removed_count,safe,safety_reasons,case_66,case_67,case_84,case_97,case_110,case_155,case_166
r180,0.95,0.03,0.2,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r181,0.95,0.05,0.03,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r182,0.95,0.05,0.03,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r183,0.95,0.05,0.05,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r184,0.95,0.05,0.05,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r185,0.95,0.05,0.08,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r186,0.95,0.05,0.08,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r187,0.95,0.05,0.1,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r188,0.95,0.05,0.1,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r189,0.95,0.05,0.15,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r190,0.95,0.05,0.15,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r191,0.95,0.05,0.2,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r192,0.95,0.05,0.2,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r193,0.95,0.08,0.03,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r194,0.95,0.08,0.03,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r195,0.95,0.08,0.05,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r196,0.95,0.08,0.05,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r197,0.95,0.08,0.08,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r198,0.95,0.08,0.08,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r199,0.95,0.08,0.1,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r200,0.95,0.08,0.1,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r201,0.95,0.08,0.15,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r202,0.95,0.08,0.15,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r203,0.95,0.08,0.2,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r204,0.95,0.08,0.2,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r205,0.95,0.1,0.03,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r206,0.95,0.1,0.03,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r207,0.95,0.1,0.05,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r208,0.95,0.1,0.05,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r209,0.95,0.1,0.08,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r210,0.95,0.1,0.08,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r211,0.95,0.1,0.1,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r212,0.95,0.1,0.1,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r213,0.95,0.1,0.15,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r214,0.95,0.1,0.15,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r215,0.95,0.1,0.2,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r216,0.95,0.1,0.2,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r217,0.98,none,0.03,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r218,0.98,none,0.03,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r219,0.98,none,0.05,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r220,0.98,none,0.05,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r221,0.98,none,0.08,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r222,0.98,none,0.08,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r223,0.98,none,0.1,True,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r224,0.98,none,0.1,False,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r225,0.98,none,0.15,True,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r226,0.98,none,0.15,False,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r227,0.98,none,0.2,True,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r228,0.98,none,0.2,False,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r229,0.98,0.0,0.03,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r230,0.98,0.0,0.03,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r231,0.98,0.0,0.05,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r232,0.98,0.0,0.05,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r233,0.98,0.0,0.08,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r234,0.98,0.0,0.08,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r235,0.98,0.0,0.1,True,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r236,0.98,0.0,0.1,False,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r237,0.98,0.0,0.15,True,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r238,0.98,0.0,0.15,False,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r239,0.98,0.0,0.2,True,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r240,0.98,0.0,0.2,False,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r241,0.98,0.03,0.03,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r242,0.98,0.03,0.03,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r243,0.98,0.03,0.05,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r244,0.98,0.03,0.05,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r245,0.98,0.03,0.08,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r246,0.98,0.03,0.08,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r247,0.98,0.03,0.1,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r248,0.98,0.03,0.1,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r249,0.98,0.03,0.15,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r250,0.98,0.03,0.15,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r251,0.98,0.03,0.2,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r252,0.98,0.03,0.2,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r253,0.98,0.05,0.03,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r254,0.98,0.05,0.03,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r255,0.98,0.05,0.05,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r256,0.98,0.05,0.05,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r257,0.98,0.05,0.08,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r258,0.98,0.05,0.08,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r259,0.98,0.05,0.1,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r260,0.98,0.05,0.1,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r261,0.98,0.05,0.15,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r262,0.98,0.05,0.15,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r263,0.98,0.05,0.2,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r264,0.98,0.05,0.2,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r265,0.98,0.08,0.03,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r266,0.98,0.08,0.03,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r267,0.98,0.08,0.05,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r268,0.98,0.08,0.05,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r269,0.98,0.08,0.08,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r270,0.98,0.08,0.08,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r271,0.98,0.08,0.1,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r272,0.98,0.08,0.1,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r273,0.98,0.08,0.15,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r274,0.98,0.08,0.15,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r275,0.98,0.08,0.2,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r276,0.98,0.08,0.2,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r277,0.98,0.1,0.03,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r278,0.98,0.1,0.03,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r279,0.98,0.1,0.05,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r280,0.98,0.1,0.05,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r281,0.98,0.1,0.08,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r282,0.98,0.1,0.08,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r283,0.98,0.1,0.1,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r284,0.98,0.1,0.1,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r285,0.98,0.1,0.15,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r286,0.98,0.1,0.15,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r287,0.98,0.1,0.2,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r288,0.98,0.1,0.2,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r289,1.0,none,0.03,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r290,1.0,none,0.03,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r291,1.0,none,0.05,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r292,1.0,none,0.05,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r293,1.0,none,0.08,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r294,1.0,none,0.08,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r295,1.0,none,0.1,True,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r296,1.0,none,0.1,False,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r297,1.0,none,0.15,True,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r298,1.0,none,0.15,False,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r299,1.0,none,0.2,True,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r300,1.0,none,0.2,False,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r301,1.0,0.0,0.03,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r302,1.0,0.0,0.03,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r303,1.0,0.0,0.05,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r304,1.0,0.0,0.05,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r305,1.0,0.0,0.08,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r306,1.0,0.0,0.08,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r307,1.0,0.0,0.1,True,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r308,1.0,0.0,0.1,False,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r309,1.0,0.0,0.15,True,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r310,1.0,0.0,0.15,False,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r311,1.0,0.0,0.2,True,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r312,1.0,0.0,0.2,False,181,38,23,61,2,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r313,1.0,0.03,0.03,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r314,1.0,0.03,0.03,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r315,1.0,0.03,0.05,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r316,1.0,0.03,0.05,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r317,1.0,0.03,0.08,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r318,1.0,0.03,0.08,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r319,1.0,0.03,0.1,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r320,1.0,0.03,0.1,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r321,1.0,0.03,0.15,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r322,1.0,0.03,0.15,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r323,1.0,0.03,0.2,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r324,1.0,0.03,0.2,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r325,1.0,0.05,0.03,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r326,1.0,0.05,0.03,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r327,1.0,0.05,0.05,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r328,1.0,0.05,0.05,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r329,1.0,0.05,0.08,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r330,1.0,0.05,0.08,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r331,1.0,0.05,0.1,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r332,1.0,0.05,0.1,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r333,1.0,0.05,0.15,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r334,1.0,0.05,0.15,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r335,1.0,0.05,0.2,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r336,1.0,0.05,0.2,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r337,1.0,0.08,0.03,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r338,1.0,0.08,0.03,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r339,1.0,0.08,0.05,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r340,1.0,0.08,0.05,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r341,1.0,0.08,0.08,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r342,1.0,0.08,0.08,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r343,1.0,0.08,0.1,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r344,1.0,0.08,0.1,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r345,1.0,0.08,0.15,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r346,1.0,0.08,0.15,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r347,1.0,0.08,0.2,True,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r348,1.0,0.08,0.2,False,181,38,24,62,1,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/0,1/0/0
r349,1.0,0.1,0.03,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r350,1.0,0.1,0.03,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r351,1.0,0.1,0.05,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r352,1.0,0.1,0.05,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r353,1.0,0.1,0.08,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r354,1.0,0.1,0.08,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r355,1.0,0.1,0.1,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r356,1.0,0.1,0.1,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r357,1.0,0.1,0.15,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r358,1.0,0.1,0.15,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r359,1.0,0.1,0.2,True,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
r360,1.0,0.1,0.2,False,181,38,25,63,0,True,,8/0/5,10/1/3,8/5/0,1/0/1,3/4/1,2/0/1,1/0/0
